Gene1_ID	Gene2_ID	Gene1_Symbol	Gene2_Symbol	G1>G2_mut	G1>G2_wild	fisher_pvalue
3006	11237	H1-2	RNF24	31	268	0.0209938111534799
3006	23192	H1-2	ATG4B	31	268	0.0209938111534799
3006	29072	H1-2	SETD2	31	268	0.0209938111534799
3006	55239	H1-2	OGFOD1	31	268	0.0209938111534799
3006	55315	H1-2	SLC29A3	31	268	0.0209938111534799
3006	55617	H1-2	TASP1	31	268	0.0209938111534799
3006	55692	H1-2	LUC7L	31	268	0.0209938111534799
3006	55857	H1-2	KIZ	31	268	0.0209938111534799
3006	56342	H1-2	PPAN	31	268	0.0209938111534799
3006	79629	H1-2	OCEL1	31	268	0.0209938111534799
3006	84619	H1-2	ZGPAT	31	268	0.0209938111534799
3007	1756	H1-3	DMD	31	268	0.0209938111534799
3008	5662	H1-4	PSD	31	268	0.0209938111534799
3012	10266	H2AC8	RAMP2	31	268	0.0209938111534799
3012	25893	H2AC8	TRIM58	31	268	0.0209938111534799
3014	535	H2AX	ATP6V0A1	31	268	0.0209938111534799
3014	22905	H2AX	EPN2	31	268	0.0209938111534799
3033	6747	HADH	SSR3	31	268	0.0209938111534799
3033	79876	HADH	UBA5	31	268	0.0209938111534799
3052	1174	HCCS	AP1S1	31	268	0.0209938111534799
3069	5980	HDLBP	REV3L	31	268	0.0209938111534799
3074	2935	HEXB	GSPT1	31	268	0.0209938111534799
3097	5598	HIVEP2	MAPK7	31	268	0.0209938111534799
3098	55164	HK1	SHQ1	31	268	0.0209938111534799
3156	55214	HMGCR	P3H2	31	268	0.0209938111534799
3157	9077	HMGCS1	DIRAS3	31	268	0.0209938111534799
3157	64129	HMGCS1	TINAGL1	31	268	0.0209938111534799
3157	79726	HMGCS1	WDR59	31	268	0.0209938111534799
3159	2628	HMGA1	GATM	31	268	0.0209938111534799
3159	26232	HMGA1	FBXO2	31	268	0.0209938111534799
3159	51299	HMGA1	NRN1	31	268	0.0209938111534799
3159	78992	HMGA1	YIPF2	31	268	0.0209938111534799
3161	594	HMMR	BCKDHB	31	268	0.0209938111534799
3161	1962	HMMR	EHHADH	31	268	0.0209938111534799
3161	5372	HMMR	PMM1	31	268	0.0209938111534799
3161	9619	HMMR	ABCG1	31	268	0.0209938111534799
3164	54989	NR4A1	ZNF770	31	268	0.0209938111534799
3185	9129	HNRNPF	PRPF3	31	268	0.0209938111534799
3185	25771	HNRNPF	TBC1D22A	31	268	0.0209938111534799
3185	29066	HNRNPF	ZC3H7A	31	268	0.0209938111534799
3191	55252	HNRNPL	ASXL2	31	268	0.0209938111534799
3201	181	HOXA4	AGRP	31	268	0.0209938111534799
3201	881	HOXA4	CCIN	31	268	0.0209938111534799
3207	7170	HOXA11	TPM3	31	268	0.0209938111534799
3213	2709	HOXB3	GJB5	31	268	0.0209938111534799
3222	793	HOXC5	CALB1	31	268	0.0209938111534799
3257	29965	HPS1	CDIP1	31	268	0.0209938111534799
3265	10265	HRAS	IRX5	31	268	0.0209938111534799
3269	64718	HRH1	UNKL	31	268	0.0209938111534799
3275	4665	PRMT2	NAB2	31	268	0.0209938111534799
3291	9940	HSD11B2	DLEC1	31	268	0.0209938111534799
3291	10281	HSD11B2	DSCR4	31	268	0.0209938111534799
3291	51043	HSD11B2	ZBTB7B	31	268	0.0209938111534799
3291	55068	HSD11B2	ENOX1	31	268	0.0209938111534799
3291	259197	HSD11B2	NCR3	31	268	0.0209938111534799
3300	55184	DNAJB2	DZANK1	31	268	0.0209938111534799
3303	929	HSPA1A	CD14	31	268	0.0209938111534799
3303	8634	HSPA1A	RTCA	31	268	0.0209938111534799
3305	10246	HSPA1L	SLC17A2	31	268	0.0209938111534799
3306	115201	HSPA2	ATG4A	31	268	0.0209938111534799
3308	23203	HSPA4	PMPCA	31	268	0.0209938111534799
3310	2525	HSPA6	FUT3	31	268	0.0209938111534799
3337	5021	DNAJB1	OXTR	31	268	0.0209938111534799
3338	57863	DNAJC4	CADM3	31	268	0.0209938111534799
3356	80059	HTR2A	LRRTM4	31	268	0.0209938111534799
3359	79782	HTR3A	LRRC31	31	268	0.0209938111534799
3371	80031	TNC	SEMA6D	31	268	0.0209938111534799
3375	3131	IAPP	HLF	31	268	0.0209938111534799
3383	3851	ICAM1	KRT4	31	268	0.0209938111534799
3384	3908	ICAM2	LAMA2	31	268	0.0209938111534799
3384	11136	ICAM2	SLC7A9	31	268	0.0209938111534799
3384	56603	ICAM2	CYP26B1	31	268	0.0209938111534799
3385	6449	ICAM3	SGTA	31	268	0.0209938111534799
3394	10170	IRF8	DHRS9	31	268	0.0209938111534799
3396	230	MRPL58	ALDOC	31	268	0.0209938111534799
3396	4976	MRPL58	OPA1	31	268	0.0209938111534799
3397	23676	ID1	SMPX	31	268	0.0209938111534799
3397	79819	ID1	DNAI4	31	268	0.0209938111534799
3400	27347	ID4	STK39	31	268	0.0209938111534799
3400	54623	ID4	PAF1	31	268	0.0209938111534799
3400	57728	ID4	WDR19	31	268	0.0209938111534799
3416	51129	IDE	ANGPTL4	31	268	0.0209938111534799
3418	23171	IDH2	GPD1L	31	268	0.0209938111534799
3423	1036	IDS	CDO1	31	268	0.0209938111534799
3423	9077	IDS	DIRAS3	31	268	0.0209938111534799
3452	534	IFNA21	ATP6V1G2	31	268	0.0209938111534799
3455	8824	IFNAR2	CES2	31	268	0.0209938111534799
3456	1812	IFNB1	DRD1	31	268	0.0209938111534799
3456	5795	IFNB1	PTPRJ	31	268	0.0209938111534799
3456	6000	IFNB1	RGS7	31	268	0.0209938111534799
3459	80736	IFNGR1	SLC44A4	31	268	0.0209938111534799
3467	1002	IFNW1	CDH4	31	268	0.0209938111534799
3491	1298	CCN1	COL9A2	31	268	0.0209938111534799
3491	3399	CCN1	ID3	31	268	0.0209938111534799
3491	3852	CCN1	KRT5	31	268	0.0209938111534799
3543	554	IGLL1	AVPR2	31	268	0.0209938111534799
3543	9113	IGLL1	LATS1	31	268	0.0209938111534799
3547	696	IGSF1	BTN1A1	31	268	0.0209938111534799
3549	668	IHH	FOXL2	31	268	0.0209938111534799
3554	55135	IL1R1	WRAP53	31	268	0.0209938111534799
3556	9900	IL1RAP	SV2A	31	268	0.0209938111534799
3569	1464	IL6	CSPG4	31	268	0.0209938111534799
3569	11197	IL6	WIF1	31	268	0.0209938111534799
3570	7140	IL6R	TNNT3	31	268	0.0209938111534799
3572	8996	IL6ST	NOL3	31	268	0.0209938111534799
3578	9892	IL9	SNAP91	31	268	0.0209938111534799
3579	946	CXCR2	SIGLEC6	31	268	0.0209938111534799
3579	5407	CXCR2	PNLIPRP1	31	268	0.0209938111534799
3579	11095	CXCR2	ADAMTS8	31	268	0.0209938111534799
3579	26575	CXCR2	RGS17	31	268	0.0209938111534799
3586	1562	IL10	CYP2C18	31	268	0.0209938111534799
3586	3046	IL10	HBE1	31	268	0.0209938111534799
3586	6899	IL10	TBX1	31	268	0.0209938111534799
3597	2258	IL13RA1	FGF13	31	268	0.0209938111534799
3600	6457	IL15	SH3GL3	31	268	0.0209938111534799
3607	51164	FOXK2	DCTN4	31	268	0.0209938111534799
3607	55825	FOXK2	PECR	31	268	0.0209938111534799
3625	8365	INHBB	H4C8	31	268	0.0209938111534799
3627	2936	CXCL10	GSR	31	268	0.0209938111534799
3627	7769	CXCL10	ZNF226	31	268	0.0209938111534799
3628	90957	INPP1	DHX57	31	268	0.0209938111534799
3632	55062	INPP5A	WIPI1	31	268	0.0209938111534799
3636	7157	INPPL1	TP53	31	268	0.0209938111534799
3643	65009	INSR	NDRG4	31	268	0.0209938111534799
3652	55286	IPP	C4orf19	31	268	0.0209938111534799
3655	64220	ITGA6	STRA6	31	268	0.0209938111534799
3659	894	IRF1	CCND2	31	268	0.0209938111534799
3663	5892	IRF5	RAD51D	31	268	0.0209938111534799
3665	9374	IRF7	PPT2	31	268	0.0209938111534799
3665	26993	IRF7	AKAP8L	31	268	0.0209938111534799
3684	7104	ITGAM	TM4SF4	31	268	0.0209938111534799
3685	2483	ITGAV	FRG1	31	268	0.0209938111534799
3685	51154	ITGAV	MRTO4	31	268	0.0209938111534799
3685	60313	ITGAV	GPBP1L1	31	268	0.0209938111534799
3690	9127	ITGB3	P2RX6	31	268	0.0209938111534799
3691	56260	ITGB4	C8orf44	31	268	0.0209938111534799
3693	84934	ITGB5	RITA1	31	268	0.0209938111534799
3698	3768	ITIH2	KCNJ12	31	268	0.0209938111534799
3707	2948	ITPKB	GSTM4	31	268	0.0209938111534799
3712	563	IVD	AZGP1	31	268	0.0209938111534799
3713	4843	IVL	NOS2	31	268	0.0209938111534799
3714	5526	JAG2	PPP2R5B	31	268	0.0209938111534799
3714	23632	JAG2	CA14	31	268	0.0209938111534799
3714	51385	JAG2	ZNF589	31	268	0.0209938111534799
3717	762	JAK2	CA4	31	268	0.0209938111534799
3726	3831	JUNB	KLC1	31	268	0.0209938111534799
3726	11004	JUNB	KIF2C	31	268	0.0209938111534799
3726	22926	JUNB	ATF6	31	268	0.0209938111534799
3726	27005	JUNB	USP21	31	268	0.0209938111534799
3727	7003	JUND	TEAD1	31	268	0.0209938111534799
3728	382	JUP	ARF6	31	268	0.0209938111534799
3728	246243	JUP	RNASEH1	31	268	0.0209938111534799
3732	5332	CD82	PLCB4	31	268	0.0209938111534799
3732	51299	CD82	NRN1	31	268	0.0209938111534799
3752	30062	KCND3	RAX	31	268	0.0209938111534799
3756	1464	KCNH1	CSPG4	31	268	0.0209938111534799
3781	50839	KCNN2	TAS2R10	31	268	0.0209938111534799
3791	5452	KDR	POU2F2	31	268	0.0209938111534799
3791	54785	KDR	BORCS6	31	268	0.0209938111534799
3795	79954	KHK	NOL10	31	268	0.0209938111534799
3833	10265	KIFC1	IRX5	31	268	0.0209938111534799
3846	3768	KRTAP5-9	KCNJ12	31	268	0.0209938111534799
3851	3768	KRT4	KCNJ12	31	268	0.0209938111534799
3852	10650	KRT5	PRELID3A	31	268	0.0209938111534799
3853	2676	KRT6A	GFRA3	31	268	0.0209938111534799
3853	6783	KRT6A	SULT1E1	31	268	0.0209938111534799
3859	1464	KRT12	CSPG4	31	268	0.0209938111534799
3872	393	KRT17	ARHGAP4	31	268	0.0209938111534799
3872	782	KRT17	CACNB1	31	268	0.0209938111534799
3872	2877	KRT17	GPX2	31	268	0.0209938111534799
3872	10395	KRT17	DLC1	31	268	0.0209938111534799
3872	27019	KRT17	DNAI1	31	268	0.0209938111534799
3872	27254	KRT17	CSDC2	31	268	0.0209938111534799
3872	51752	KRT17	ERAP1	31	268	0.0209938111534799
3872	55471	KRT17	NDUFAF7	31	268	0.0209938111534799
3889	696	KRT83	BTN1A1	31	268	0.0209938111534799
3895	22908	KTN1	SACM1L	31	268	0.0209938111534799
3902	3860	LAG3	KRT13	31	268	0.0209938111534799
3908	10881	LAMA2	ACTL7A	31	268	0.0209938111534799
3925	3855	STMN1	KRT7	31	268	0.0209938111534799
3959	51643	LGALS3BP	TMBIM4	31	268	0.0209938111534799
3964	2938	LGALS8	GSTA1	31	268	0.0209938111534799
3965	2260	LGALS9	FGFR1	31	268	0.0209938111534799
3976	8538	LIF	BARX2	31	268	0.0209938111534799
3976	80757	LIF	TMEM121	31	268	0.0209938111534799
3977	4632	LIFR	MYL1	31	268	0.0209938111534799
3977	5968	LIFR	REG1B	31	268	0.0209938111534799
3977	22853	LIFR	LMTK2	31	268	0.0209938111534799
3977	51052	LIFR	PRLH	31	268	0.0209938111534799
3978	23154	LIG1	NCDN	31	268	0.0209938111534799
3985	6868	LIMK2	ADAM17	31	268	0.0209938111534799
3987	25864	LIMS1	ABHD14A	31	268	0.0209938111534799
3993	28981	LLGL2	IFT81	31	268	0.0209938111534799
4001	5129	LMNB1	CDK18	31	268	0.0209938111534799
4001	6770	LMNB1	STAR	31	268	0.0209938111534799
4005	55937	LMO2	APOM	31	268	0.0209938111534799
4010	26047	LMX1B	CNTNAP2	31	268	0.0209938111534799
4013	55286	VWA5A	C4orf19	31	268	0.0209938111534799
4015	50489	LOX	CD207	31	268	0.0209938111534799
4015	51440	LOX	HPCAL4	31	268	0.0209938111534799
4015	54328	LOX	GPR173	31	268	0.0209938111534799
4018	3785	LPA	KCNQ2	31	268	0.0209938111534799
4025	2779	LPO	GNAT1	31	268	0.0209938111534799
4026	894	LPP	CCND2	31	268	0.0209938111534799
4026	5550	LPP	PREP	31	268	0.0209938111534799
4026	10450	LPP	PPIE	31	268	0.0209938111534799
4026	23047	LPP	PDS5B	31	268	0.0209938111534799
4034	9894	LRCH4	TELO2	31	268	0.0209938111534799
4046	56928	LSP1	SPPL2B	31	268	0.0209938111534799
4046	92558	LSP1	BICDL1	31	268	0.0209938111534799
4050	3960	LTB	LGALS4	31	268	0.0209938111534799
4050	4920	LTB	ROR2	31	268	0.0209938111534799
4050	9350	LTB	CER1	31	268	0.0209938111534799
4050	10086	LTB	HHLA1	31	268	0.0209938111534799
4050	57191	LTB	VN1R1	31	268	0.0209938111534799
4050	80152	LTB	CENPT	31	268	0.0209938111534799
4053	4221	LTBP2	MEN1	31	268	0.0209938111534799
4053	5019	LTBP2	OXCT1	31	268	0.0209938111534799
4055	29902	LTBR	FAM216A	31	268	0.0209938111534799
4055	56342	LTBR	PPAN	31	268	0.0209938111534799
4057	8856	LTF	NR1I2	31	268	0.0209938111534799
4065	10265	LY75	IRX5	31	268	0.0209938111534799
4067	1174	LYN	AP1S1	31	268	0.0209938111534799
4067	6683	LYN	SPAST	31	268	0.0209938111534799
4067	6799	LYN	SULT1A2	31	268	0.0209938111534799
4067	10652	LYN	YKT6	31	268	0.0209938111534799
4067	55112	LYN	DYNC2I1	31	268	0.0209938111534799
4071	10296	TM4SF1	MAEA	31	268	0.0209938111534799
4082	290	MARCKS	ANPEP	31	268	0.0209938111534799
4088	3851	SMAD3	KRT4	31	268	0.0209938111534799
4088	79819	SMAD3	DNAI4	31	268	0.0209938111534799
4091	51213	SMAD6	LUZP4	31	268	0.0209938111534799
4092	2820	SMAD7	GPD2	31	268	0.0209938111534799
4092	3140	SMAD7	MR1	31	268	0.0209938111534799
4092	8190	SMAD7	MIA	31	268	0.0209938111534799
4092	8847	SMAD7	DLEU2	31	268	0.0209938111534799
4092	9077	SMAD7	DIRAS3	31	268	0.0209938111534799
4092	9967	SMAD7	THRAP3	31	268	0.0209938111534799
4092	10472	SMAD7	ZBTB18	31	268	0.0209938111534799
4112	284439	MAGEB1	SLC25A42	31	268	0.0209938111534799
4123	29965	MAN2C1	CDIP1	31	268	0.0209938111534799
4126	51299	MANBA	NRN1	31	268	0.0209938111534799
4131	773	MAP1B	CACNA1A	31	268	0.0209938111534799
4131	9725	MAP1B	TMEM63A	31	268	0.0209938111534799
4131	23770	MAP1B	FKBP8	31	268	0.0209938111534799
4131	27165	MAP1B	GLS2	31	268	0.0209938111534799
4131	58509	MAP1B	CACTIN	31	268	0.0209938111534799
4131	79845	MAP1B	RNF122	31	268	0.0209938111534799
4141	23028	MARS1	KDM1A	31	268	0.0209938111534799
4149	3910	MAX	LAMA4	31	268	0.0209938111534799
4200	894	ME2	CCND2	31	268	0.0209938111534799
4209	10347	MEF2D	ABCA7	31	268	0.0209938111534799
4209	26013	MEF2D	L3MBTL1	31	268	0.0209938111534799
4216	894	MAP3K4	CCND2	31	268	0.0209938111534799
4216	1874	MAP3K4	E2F4	31	268	0.0209938111534799
4216	8078	MAP3K4	USP5	31	268	0.0209938111534799
4217	1586	MAP3K5	CYP17A1	31	268	0.0209938111534799
4217	1821	MAP3K5	DRP2	31	268	0.0209938111534799
4217	5581	MAP3K5	PRKCE	31	268	0.0209938111534799
4217	26297	MAP3K5	SERGEF	31	268	0.0209938111534799
4217	57140	MAP3K5	RNPEPL1	31	268	0.0209938111534799
4218	4848	RAB8A	CNOT2	31	268	0.0209938111534799
4218	5621	RAB8A	PRNP	31	268	0.0209938111534799
4221	18	MEN1	ABAT	31	268	0.0209938111534799
4232	5589	MEST	PRKCSH	31	268	0.0209938111534799
4240	894	MFGE8	CCND2	31	268	0.0209938111534799
4245	11257	MGAT1	TP53TG1	31	268	0.0209938111534799
4247	116150	MGAT2	NUS1	31	268	0.0209938111534799
4253	668	MIA2	FOXL2	31	268	0.0209938111534799
4256	3852	MGP	KRT5	31	268	0.0209938111534799
4277	29113	MICB	C6orf15	31	268	0.0209938111534799
4287	905	ATXN3	CCNT2	31	268	0.0209938111534799
4287	7023	ATXN3	TFAP4	31	268	0.0209938111534799
4289	79006	MKLN1	METRN	31	268	0.0209938111534799
4291	83439	MLF1	TCF7L1	31	268	0.0209938111534799
4319	1816	MMP10	DRD5	31	268	0.0209938111534799
4319	1993	MMP10	ELAVL2	31	268	0.0209938111534799
4319	5671	MMP10	PSG3	31	268	0.0209938111534799
4322	79877	MMP13	DCAKD	31	268	0.0209938111534799
4330	10786	MN1	SLC17A3	31	268	0.0209938111534799
4336	10879	MOBP	SMR3B	31	268	0.0209938111534799
4337	2940	MOCS1	GSTA3	31	268	0.0209938111534799
4363	7728	ABCC1	ZNF175	31	268	0.0209938111534799
4363	79006	ABCC1	METRN	31	268	0.0209938111534799
4478	3611	MSN	ILK	31	268	0.0209938111534799
4478	6880	MSN	TAF9	31	268	0.0209938111534799
4478	10240	MSN	MRPS31	31	268	0.0209938111534799
4478	79161	MSN	TMEM243	31	268	0.0209938111534799
4478	81631	MSN	MAP1LC3B	31	268	0.0209938111534799
4507	1440	MTAP	CSF3	31	268	0.0209938111534799
4543	1142	MTNR1A	CHRNB3	31	268	0.0209938111534799
4543	5068	MTNR1A	REG3A	31	268	0.0209938111534799
4580	2804	MTX1	GOLGB1	31	268	0.0209938111534799
4608	4632	MYBPH	MYL1	31	268	0.0209938111534799
4608	63976	MYBPH	PRDM16	31	268	0.0209938111534799
4616	9077	GADD45B	DIRAS3	31	268	0.0209938111534799
4616	23154	GADD45B	NCDN	31	268	0.0209938111534799
4619	4821	MYH1	NKX2-2	31	268	0.0209938111534799
4627	1660	MYH9	DHX9	31	268	0.0209938111534799
4627	79720	MYH9	VPS37B	31	268	0.0209938111534799
4628	5983	MYH10	RFC3	31	268	0.0209938111534799
4636	6291	MYL5	SAA4	31	268	0.0209938111534799
4643	23632	MYO1E	CA14	31	268	0.0209938111534799
4644	64344	MYO5A	HIF3A	31	268	0.0209938111534799
4644	79981	MYO5A	FRMD1	31	268	0.0209938111534799
4647	57337	MYO7A	SENP7	31	268	0.0209938111534799
4650	563	MYO9B	AZGP1	31	268	0.0209938111534799
4668	6943	NAGA	TCF21	31	268	0.0209938111534799
4681	744	NBL1	MPPED2	31	268	0.0209938111534799
4683	18	NBN	ABAT	31	268	0.0209938111534799
4698	833	NDUFA5	CARS1	31	268	0.0209938111534799
4702	4709	NDUFA8	NDUFB3	31	268	0.0209938111534799
4718	29058	NDUFC2	TMEM230	31	268	0.0209938111534799
4729	5270	NDUFV2	SERPINE2	31	268	0.0209938111534799
4733	5270	DRG1	SERPINE2	31	268	0.0209938111534799
4751	4294	NEK2	MAP3K10	31	268	0.0209938111534799
4762	2151	NEUROG1	F2RL2	31	268	0.0209938111534799
4763	11280	NF1	SCN11A	31	268	0.0209938111534799
4763	22861	NF1	NLRP1	31	268	0.0209938111534799
4763	22869	NF1	ZNF510	31	268	0.0209938111534799
4783	114885	NFIL3	OSBPL11	31	268	0.0209938111534799
4790	10265	NFKB1	IRX5	31	268	0.0209938111534799
4799	9032	NFX1	TM4SF5	31	268	0.0209938111534799
4799	55509	NFX1	BATF3	31	268	0.0209938111534799
4800	417	NFYA	ART1	31	268	0.0209938111534799
4801	51299	NFYB	NRN1	31	268	0.0209938111534799
4811	6329	NID1	SCN4A	31	268	0.0209938111534799
4811	10268	NID1	RAMP3	31	268	0.0209938111534799
4815	2491	NINJ2	CENPI	31	268	0.0209938111534799
4815	7761	NINJ2	ZNF214	31	268	0.0209938111534799
4815	10566	NINJ2	AKAP3	31	268	0.0209938111534799
4815	25802	NINJ2	LMOD1	31	268	0.0209938111534799
4815	26256	NINJ2	CABYR	31	268	0.0209938111534799
4818	29951	NKG7	PDZRN4	31	268	0.0209938111534799
4825	3174	NKX6-1	HNF4G	31	268	0.0209938111534799
4833	9473	NME4	THEMIS2	31	268	0.0209938111534799
4835	5550	NQO2	PREP	31	268	0.0209938111534799
4835	9841	NQO2	ZBTB24	31	268	0.0209938111534799
4835	10491	NQO2	CRTAP	31	268	0.0209938111534799
4837	116984	NNMT	ARAP2	31	268	0.0209938111534799
4851	8621	NOTCH1	CDK13	31	268	0.0209938111534799
4851	8996	NOTCH1	NOL3	31	268	0.0209938111534799
4851	23174	NOTCH1	ZCCHC14	31	268	0.0209938111534799
4851	51087	NOTCH1	YBX2	31	268	0.0209938111534799
4851	54920	NOTCH1	DUS2	31	268	0.0209938111534799
4851	65009	NOTCH1	NDRG4	31	268	0.0209938111534799
4854	6470	NOTCH3	SHMT1	31	268	0.0209938111534799
4854	83452	NOTCH3	RAB33B	31	268	0.0209938111534799
4855	7957	NOTCH4	EPM2A	31	268	0.0209938111534799
4856	6693	CCN3	SPN	31	268	0.0209938111534799
4856	80129	CCN3	CCDC170	31	268	0.0209938111534799
4862	7299	NPAS2	TYR	31	268	0.0209938111534799
4862	23544	NPAS2	SEZ6L	31	268	0.0209938111534799
4879	869	NPPB	CBLN1	31	268	0.0209938111534799
4881	23122	NPR1	CLASP2	31	268	0.0209938111534799
4881	26993	NPR1	AKAP8L	31	268	0.0209938111534799
4892	190	NRAP	NR0B1	31	268	0.0209938111534799
4892	2620	NRAP	GAS2	31	268	0.0209938111534799
4897	1036	NRCAM	CDO1	31	268	0.0209938111534799
4898	5104	NRDC	SERPINA5	31	268	0.0209938111534799
4907	2623	NT5E	GATA1	31	268	0.0209938111534799
4907	27330	NT5E	RPS6KA6	31	268	0.0209938111534799
4915	6007	NTRK2	RHD	31	268	0.0209938111534799
4929	57406	NR4A2	ABHD6	31	268	0.0209938111534799
4929	79776	NR4A2	ZFHX4	31	268	0.0209938111534799
4935	135138	GPR143	PACRG	31	268	0.0209938111534799
5019	55214	OXCT1	P3H2	31	268	0.0209938111534799
5029	9496	P2RY2	TBX4	31	268	0.0209938111534799
5031	563	P2RY6	AZGP1	31	268	0.0209938111534799
5031	2688	P2RY6	GH1	31	268	0.0209938111534799
5058	563	PAK1	AZGP1	31	268	0.0209938111534799
5076	27006	PAX2	FGF22	31	268	0.0209938111534799
5082	10265	PDCL	IRX5	31	268	0.0209938111534799
5087	26278	PBX1	SACS	31	268	0.0209938111534799
5097	26659	PCDH1	OR7A5	31	268	0.0209938111534799
5105	212	PCK1	ALAS2	31	268	0.0209938111534799
5105	1271	PCK1	CNTFR	31	268	0.0209938111534799
5105	1761	PCK1	DMRT1	31	268	0.0209938111534799
5105	2672	PCK1	GFI1	31	268	0.0209938111534799
5105	3882	PCK1	KRT32	31	268	0.0209938111534799
5105	4435	PCK1	CITED1	31	268	0.0209938111534799
5105	5137	PCK1	PDE1C	31	268	0.0209938111534799
5105	58504	PCK1	ARHGAP22	31	268	0.0209938111534799
5105	79734	PCK1	KCTD17	31	268	0.0209938111534799
5105	79930	PCK1	DOK3	31	268	0.0209938111534799
5105	81569	PCK1	ACTL8	31	268	0.0209938111534799
5119	64077	CHMP1A	LHPP	31	268	0.0209938111534799
5147	79718	PDE6D	TBL1XR1	31	268	0.0209938111534799
5148	6755	PDE6G	SSTR5	31	268	0.0209938111534799
5152	1140	PDE9A	CHRNB1	31	268	0.0209938111534799
5152	5625	PDE9A	PRODH	31	268	0.0209938111534799
5152	6997	PDE9A	TDGF1	31	268	0.0209938111534799
5152	9283	PDE9A	GPR37L1	31	268	0.0209938111534799
5152	24139	PDE9A	EML2	31	268	0.0209938111534799
5152	27175	PDE9A	TUBG2	31	268	0.0209938111534799
5152	51206	PDE9A	GP6	31	268	0.0209938111534799
5153	26047	PDE1B	CNTNAP2	31	268	0.0209938111534799
5155	534	PDGFB	ATP6V1G2	31	268	0.0209938111534799
5157	10265	PDGFRL	IRX5	31	268	0.0209938111534799
5159	1827	PDGFRB	RCAN1	31	268	0.0209938111534799
5159	6711	PDGFRB	SPTBN1	31	268	0.0209938111534799
5163	563	PDK1	AZGP1	31	268	0.0209938111534799
5194	1036	PEX13	CDO1	31	268	0.0209938111534799
5196	9545	PF4	RAB3D	31	268	0.0209938111534799
5251	4108	PHEX	MAGEA9	31	268	0.0209938111534799
5252	57060	PHF1	PCBP4	31	268	0.0209938111534799
5257	55135	PHKB	WRAP53	31	268	0.0209938111534799
5257	107161145	PHKB	PMS2P11	31	268	0.0209938111534799
5274	563	SERPINI1	AZGP1	31	268	0.0209938111534799
5290	8309	PIK3CA	ACOX2	31	268	0.0209938111534799
5291	3933	PIK3CB	LCN1	31	268	0.0209938111534799
5291	5818	PIK3CB	NECTIN1	31	268	0.0209938111534799
5303	11253	PIN4	MAN1B1	31	268	0.0209938111534799
5303	23326	PIN4	USP22	31	268	0.0209938111534799
5303	26092	PIN4	TOR1AIP1	31	268	0.0209938111534799
5315	4501	PKM	MT1X	31	268	0.0209938111534799
5319	3037	PLA2G1B	HAS2	31	268	0.0209938111534799
5325	563	PLAGL1	AZGP1	31	268	0.0209938111534799
5325	2330	PLAGL1	FMO5	31	268	0.0209938111534799
5325	3745	PLAGL1	KCNB1	31	268	0.0209938111534799
5325	4108	PLAGL1	MAGEA9	31	268	0.0209938111534799
5327	901	PLAT	CCNG2	31	268	0.0209938111534799
5329	10265	PLAUR	IRX5	31	268	0.0209938111534799
5336	51087	PLCG2	YBX2	31	268	0.0209938111534799
5338	29965	PLD2	CDIP1	31	268	0.0209938111534799
5339	8659	PLEC	ALDH4A1	31	268	0.0209938111534799
5339	54805	PLEC	CNNM2	31	268	0.0209938111534799
5351	309	PLOD1	ANXA6	31	268	0.0209938111534799
5358	1000	PLS3	CDH2	31	268	0.0209938111534799
5359	54665	PLSCR1	RSBN1	31	268	0.0209938111534799
5362	2675	PLXNA2	GFRA2	31	268	0.0209938111534799
5362	3208	PLXNA2	HPCA	31	268	0.0209938111534799
5362	4184	PLXNA2	SMCP	31	268	0.0209938111534799
5362	6490	PLXNA2	PMEL	31	268	0.0209938111534799
5362	7881	PLXNA2	KCNAB1	31	268	0.0209938111534799
5362	9398	PLXNA2	CD101	31	268	0.0209938111534799
5362	9436	PLXNA2	NCR2	31	268	0.0209938111534799
5362	29881	PLXNA2	NPC1L1	31	268	0.0209938111534799
5362	50859	PLXNA2	SPOCK3	31	268	0.0209938111534799
5366	579	PMAIP1	NKX3-2	31	268	0.0209938111534799
5366	1339	PMAIP1	COX6A2	31	268	0.0209938111534799
5366	4776	PMAIP1	NFATC4	31	268	0.0209938111534799
5366	5442	PMAIP1	POLRMT	31	268	0.0209938111534799
5366	6610	PMAIP1	SMPD2	31	268	0.0209938111534799
5366	7148	PMAIP1	TNXB	31	268	0.0209938111534799
5366	8608	PMAIP1	RDH16	31	268	0.0209938111534799
5366	8742	PMAIP1	TNFSF12	31	268	0.0209938111534799
5366	9077	PMAIP1	DIRAS3	31	268	0.0209938111534799
5366	9605	PMAIP1	VPS9D1	31	268	0.0209938111534799
5366	9696	PMAIP1	CROCC	31	268	0.0209938111534799
5366	9967	PMAIP1	THRAP3	31	268	0.0209938111534799
5366	11077	PMAIP1	HSF2BP	31	268	0.0209938111534799
5366	51127	PMAIP1	TRIM17	31	268	0.0209938111534799
5371	55471	PML	NDUFAF7	31	268	0.0209938111534799
5393	2104	EXOSC9	ESRRG	31	268	0.0209938111534799
5414	4990	SEPTIN4	SIX6	31	268	0.0209938111534799
5414	58530	SEPTIN4	LY6G6D	31	268	0.0209938111534799
5423	10884	POLB	MRPS30	31	268	0.0209938111534799
5429	4108	POLH	MAGEA9	31	268	0.0209938111534799
5433	272	POLR2D	AMPD3	31	268	0.0209938111534799
